text,count
SANTA CRUZ,59
TORRES STRAIT,59
"NEW GUINEA, NORTH EAST NEW GUINEA",59
"AZ, NAVAJO COUNTY, HOPI INDIAN RESERVATION, SECOND MESA",59
"AK, SAINT LAWRENCE ISLAND",59
"AK, YAKUTAT BOROUGH, YAKUTAT, THLAR-HAR-YEEK QWAN",59
BASSEIN,59
"BORNEO, SARAWAK, NIAH RIVER",59
"FORMOSA, SOMBRERO NEGRO",59
"WESTERN AUSTRALIA, WARBURTON RANGES",58
"NM, SANDOVAL COUNTY, JEMEZ PUEBLO",58
"CELEBES, MAKASSAR",58
"LUZON, ZAMBALES PROVINCE",58
LAKE HOVSGOL,58
"OK, ARAPAHO COLONY (INDIAN TERRITORY)",57
"MN, CASS COUNTY, LEECH LAKE, BEAR ISLAND",57
"LUZON, ABRA PROVINCE",57
PARANG (JOLO),57
UPOTO,57
"PROVINCE ORIENTALE, ITURI FOREST",57
"DF/MEXICO, NONOALCO, CAMPO CERRO, EAST TRAVERSE, SOUTH EXTENSION",57
"VERACRUZ, PANUCO TOWN",57
"ONT, SIX NATIONS OF THE GRAND RIVER RESERVATION",56
"LUZON, BULACAN (BULUKAN) PROVINCE",56
KABAYAN,56
"ZULIA STATE, SINAMAICA",56
"WANGI, LUSAKANI",56
CHICOMA PINDA,56
TEOTIHUACAN,56
"OAXACA, TEHUANTEPEC AREA",56
"NEW GUINEA, LEFT MAY RIVER",55
"AK, JUNEAU BOROUGH?, AUKE?",55
